,city,state,city_size,mode,n,percent,moe,state_abb,state_region
2588,Mission city,Texas,Small,Walk,283,1.0,0.6,TX,South
2589,Mission Viejo city,California,Small,Walk,299,0.7,0.3,CA,West
2590,Missoula city,Montana,Small,Walk,2227,6.3,1.0,MT,West
2591,Missouri City city,Texas,Small,Walk,113,0.3,0.3,TX,South
2592,Moline city,Illinois,Small,Walk,364,1.7,0.6,IL,North Central
2593,Monroe city,Louisiana,Small,Walk,187,1.0,0.5,LA,South
2594,Monroe city,Michigan,Small,Walk,272,3.1,1.2,MI,North Central
2595,Monroe city,North Carolina,Small,Walk,169,1.2,0.8,NC,South
2596,Monroeville municipality,Pennsylvania,Small,Walk,159,1.2,0.6,PA,Northeast
2597,Monrovia city,California,Small,Walk,503,2.8,0.9,CA,West
2598,Montclair city,California,Small,Walk,394,2.6,1.0,CA,West
2599,Montebello city,California,Small,Walk,485,1.9,0.6,CA,West
2600,Monterey city,California,Small,Walk,2276,14.7,2.2,CA,West
2601,Monterey Park city,California,Small,Walk,479,1.9,0.5,CA,West
2602,Moore city,Oklahoma,Small,Walk,160,0.6,0.3,OK,South
2603,Mooresville town,North Carolina,Small,Walk,176,1.2,0.7,NC,South
2604,Moorhead city,Minnesota,Small,Walk,1619,7.9,1.3,MN,North Central
2605,Moorpark city,California,Small,Walk,261,1.5,0.8,CA,West
2606,Morgan Hill city,California,Small,Walk,495,2.8,2.2,CA,West
2607,Morgantown city,West Virginia,Small,Walk,2322,18.2,2.9,WV,South
2608,Morristown city,Tennessee,Small,Walk,79,0.7,0.5,TN,South
2609,Morrisville town,North Carolina,Small,Walk,129,1.3,0.9,NC,South
2610,Morton Grove village,Illinois,Small,Walk,74,0.7,0.5,IL,North Central
2611,Moscow city,Idaho,Small,Walk,2359,20.2,3.6,ID,West
2612,Moses Lake city,Washington,Small,Walk,295,3.5,1.9,WA,West
2613,Mount Juliet city,Tennessee,Small,Walk,66,0.5,0.4,TN,South
2614,Mount Pleasant city,Michigan,Small,Walk,1728,15.6,3.5,MI,North Central
2615,Mount Pleasant town,South Carolina,Small,Walk,427,1.2,0.5,SC,South
2616,Mount Pleasant village,Wisconsin,Small,Walk,79,0.6,0.4,WI,North Central
2617,Mount Prospect village,Illinois,Small,Walk,734,2.7,0.8,IL,North Central
2618,Mount Vernon city,New York,Small,Walk,1951,6.4,1.1,NY,Northeast
2619,Mount Vernon city,Washington,Small,Walk,446,3.5,1.2,WA,West
2620,Mountain Brook city,Alabama,Small,Walk,45,0.5,0.5,AL,South
2621,Mountain View city,California,Small,Walk,1046,2.5,0.9,CA,West
2622,Mountlake Terrace city,Washington,Small,Walk,160,1.5,0.8,WA,West
2623,Mukilteo city,Washington,Small,Walk,203,1.9,1.3,WA,West
2624,Muncie city,Indiana,Small,Walk,2404,8.6,1.6,IN,North Central
2625,Mundelein village,Illinois,Small,Walk,137,0.8,0.5,IL,North Central
2626,Munster town,Indiana,Small,Walk,61,0.6,0.4,IN,North Central
2627,Murray city,Utah,Small,Walk,702,2.9,1.2,UT,West
2628,Murrysville municipality,Pennsylvania,Small,Walk,81,0.8,0.6,PA,Northeast
2629,Muscatine city,Iowa,Small,Walk,253,2.3,1.0,IA,North Central
2630,Muskego city,Wisconsin,Small,Walk,100,0.8,0.5,WI,North Central
2631,Muskegon city,Michigan,Small,Walk,291,2.5,1.0,MI,North Central
2632,Muskogee city,Oklahoma,Small,Walk,359,2.3,0.9,OK,South
2633,Myrtle Beach city,South Carolina,Small,Walk,598,4.7,2.0,SC,South
2634,Nacogdoches city,Texas,Small,Walk,1137,8.2,1.9,TX,South
2635,Nampa city,Idaho,Small,Walk,482,1.5,0.7,ID,West
2636,Napa city,California,Small,Walk,1048,2.9,0.6,CA,West
2637,Naples city,Florida,Small,Walk,231,3.8,1.5,FL,South
2638,Nashua city,New Hampshire,Small,Walk,997,2.2,0.6,NH,Northeast
2639,National City city,California,Small,Walk,918,3.6,0.9,CA,West
2640,Naugatuck borough,Connecticut,Small,Walk,70,0.4,0.4,CT,Northeast
2641,Neenah city,Wisconsin,Small,Walk,309,2.4,1.0,WI,North Central
2642,New Albany city,Indiana,Small,Walk,285,1.7,0.8,IN,North Central
2643,New Bedford city,Massachusetts,Small,Walk,1691,4.2,0.8,MA,Northeast
2644,New Berlin city,Wisconsin,Small,Walk,39,0.2,0.2,WI,North Central
2645,New Bern city,North Carolina,Small,Walk,362,3.0,1.2,NC,South
2646,New Braunfels city,Texas,Small,Walk,474,1.8,0.6,TX,South
2647,New Brighton city,Minnesota,Small,Walk,117,1.1,0.6,MN,North Central
2648,New Britain city,Connecticut,Small,Walk,1140,3.5,0.7,CT,Northeast
2649,New Brunswick city,New Jersey,Small,Walk,3931,16.0,2.3,NJ,Northeast
2650,New Castle city,Pennsylvania,Small,Walk,211,2.5,1.0,PA,Northeast
2651,New Hope city,Minnesota,Small,Walk,153,1.6,0.8,MN,North Central
2652,New Iberia city,Louisiana,Small,Walk,230,1.9,0.8,LA,South
2653,New Lenox village,Illinois,Small,Walk,33,0.3,0.3,IL,North Central
2654,New London city,Connecticut,Small,Walk,1341,10.0,1.9,CT,Northeast
2655,New Rochelle city,New York,Small,Walk,3118,8.7,1.4,NY,Northeast
2656,New Smyrna Beach city,Florida,Small,Walk,97,1.1,0.7,FL,South
2657,Newark city,California,Small,Walk,128,0.7,0.4,CA,West
2658,Newark city,Delaware,Small,Walk,1931,14.1,2.5,DE,South
2659,Newark city,Ohio,Small,Walk,360,1.7,0.5,OH,North Central
2660,Newberg city,Oregon,Small,Walk,802,7.4,1.6,OR,West
2661,Newburgh city,New York,Small,Walk,1122,9.9,2.7,NY,Northeast
2662,Newnan city,Georgia,Small,Walk,59,0.4,0.3,GA,South
2663,Newport Beach city,California,Small,Walk,865,2.0,0.4,CA,West
2664,Newport city,Rhode Island,Small,Walk,1926,13.9,2.3,RI,Northeast
2665,Newton city,Massachusetts,Small,Walk,2331,5.5,0.6,MA,Northeast
2666,Niagara Falls city,New York,Small,Walk,1154,5.5,1.3,NY,Northeast
2667,Nicholasville city,Kentucky,Small,Walk,132,1.0,0.6,KY,South
2668,Niles village,Illinois,Small,Walk,194,1.6,0.8,IL,North Central
2669,Noblesville city,Indiana,Small,Walk,463,1.7,0.8,IN,North Central
2670,Nogales city,Arizona,Small,Walk,295,4.4,2.1,AZ,West
2671,Norco city,California,Small,Walk,24,0.2,0.3,CA,West
2672,Norfolk city,Nebraska,Small,Walk,188,1.5,0.8,NE,North Central
2673,Normal town,Illinois,Small,Walk,2883,10.6,1.6,IL,North Central
2674,Norristown borough,Pennsylvania,Small,Walk,1498,9.1,2.0,PA,Northeast
2675,North Augusta city,South Carolina,Small,Walk,130,1.4,1.1,SC,South
2676,North Chicago city,Illinois,Small,Walk,5741,32.2,4.2,IL,North Central
2677,North Lauderdale city,Florida,Small,Walk,160,0.8,0.5,FL,South
2678,North Little Rock city,Arkansas,Small,Walk,273,1.0,0.5,AR,South
2679,North Miami Beach city,Florida,Small,Walk,292,1.5,0.9,FL,South
2680,North Miami city,Florida,Small,Walk,489,1.9,0.7,FL,South
2681,North Olmsted city,Ohio,Small,Walk,172,1.0,0.6,OH,North Central
2682,North Plainfield borough,New Jersey,Small,Walk,251,2.1,1.0,NJ,Northeast
2683,North Platte city,Nebraska,Small,Walk,233,1.9,0.9,NE,North Central
2684,North Port city,Florida,Small,Walk,71,0.3,0.3,FL,South
2685,North Richland Hills city,Texas,Small,Walk,173,0.5,0.3,TX,South
2686,North Ridgeville city,Ohio,Small,Walk,59,0.4,0.3,OH,North Central
2687,North Royalton city,Ohio,Small,Walk,76,0.5,0.3,OH,North Central
2688,North Tonawanda city,New York,Small,Walk,343,2.2,0.8,NY,Northeast
2689,Northampton city,Massachusetts,Small,Walk,1799,11.9,1.9,MA,Northeast
2690,Northbrook village,Illinois,Small,Walk,246,1.7,0.6,IL,North Central
2691,Northfield city,Minnesota,Small,Walk,1409,12.6,2.6,MN,North Central
2692,Northglenn city,Colorado,Small,Walk,327,1.8,0.8,CO,West
2693,Northport city,Alabama,Small,Walk,100,0.9,0.7,AL,South
2694,Norton Shores city,Michigan,Small,Walk,45,0.4,0.4,MI,North Central
2695,Norwalk city,Connecticut,Small,Walk,973,2.1,0.5,CT,Northeast
2696,Norwich city,Connecticut,Small,Walk,309,1.6,0.6,CT,Northeast
2697,Novato city,California,Small,Walk,482,1.9,0.8,CA,West
2698,Novi city,Michigan,Small,Walk,108,0.4,0.3,MI,North Central
2699,Oak Creek city,Wisconsin,Small,Walk,152,0.8,0.6,WI,North Central
2700,Oak Forest city,Illinois,Small,Walk,27,0.2,0.2,IL,North Central
2701,Oak Harbor city,Washington,Small,Walk,320,3.2,1.4,WA,West
2702,Oak Lawn village,Illinois,Small,Walk,613,2.4,1.0,IL,North Central
2703,Oak Park city,Michigan,Small,Walk,320,2.6,1.0,MI,North Central
2704,Oak Park village,Illinois,Small,Walk,983,3.7,0.7,IL,North Central
2705,Oak Ridge city,Tennessee,Small,Walk,108,0.8,0.5,TN,South
2706,Oakdale city,California,Small,Walk,205,2.5,1.1,CA,West
2707,Oakdale city,Minnesota,Small,Walk,86,0.6,0.4,MN,North Central
2708,Oakland Park city,Florida,Small,Walk,335,1.6,0.8,FL,South
2709,Oakley city,California,Small,Walk,234,1.5,1.0,CA,West
2710,Ocala city,Florida,Small,Walk,304,1.4,0.7,FL,South
2711,Ocoee city,Florida,Small,Walk,141,0.8,0.6,FL,South
2712,O'Fallon city,Illinois,Small,Walk,110,0.8,0.5,IL,North Central
2713,O'Fallon city,Missouri,Small,Walk,239,0.6,0.3,MO,North Central
2714,Ogden city,Utah,Small,Walk,986,2.7,0.7,UT,West
2715,Olive Branch city,Mississippi,Small,Walk,90,0.5,0.5,MS,South
2716,Olympia city,Washington,Small,Walk,1017,4.4,1.2,WA,West
2717,Opelika city,Alabama,Small,Walk,218,1.8,0.9,AL,South
2718,Oregon City city,Oregon,Small,Walk,412,2.8,1.2,OR,West
2719,Oregon city,Ohio,Small,Walk,101,1.1,0.8,OH,North Central
2720,Orem city,Utah,Small,Walk,871,2.2,0.5,UT,West
2721,Orland Park village,Illinois,Small,Walk,335,1.3,1.1,IL,North Central
2722,Ormond Beach city,Florida,Small,Walk,175,1.1,0.6,FL,South
2723,Oro Valley town,Arizona,Small,Walk,169,1.1,0.6,AZ,West
2724,Oshkosh city,Wisconsin,Small,Walk,1376,4.4,0.8,WI,North Central
2725,Ossining village,New York,Small,Walk,782,6.2,2.1,NY,Northeast
2726,Oswego village,Illinois,Small,Walk,66,0.4,0.4,IL,North Central
2727,Ottumwa city,Iowa,Small,Walk,251,2.3,0.9,IA,North Central
2728,Oviedo city,Florida,Small,Walk,130,0.8,0.4,FL,South
2729,Owasso city,Oklahoma,Small,Walk,156,1.0,0.6,OK,South
2730,Owatonna city,Minnesota,Small,Walk,272,2.1,0.9,MN,North Central
2731,Owensboro city,Kentucky,Small,Walk,550,2.3,0.6,KY,South
2732,Oxford city,Alabama,Small,Walk,68,0.8,0.8,AL,South
2733,Oxford city,Mississippi,Small,Walk,234,2.8,1.5,MS,South
2734,Oxford city,Ohio,Small,Walk,2672,29.7,3.8,OH,North Central
2735,Pacifica city,California,Small,Walk,192,1.0,0.4,CA,West
2736,Paducah city,Kentucky,Small,Walk,185,1.9,1.3,KY,South
2737,Palatine village,Illinois,Small,Walk,512,1.4,0.5,IL,North Central
2738,Palm Beach Gardens city,Florida,Small,Walk,273,1.2,0.6,FL,South
2739,Palm Coast city,Florida,Small,Walk,130,0.5,0.4,FL,South
2740,Palm Desert city,California,Small,Walk,350,1.9,0.7,CA,West
2741,Palm Springs city,California,Small,Walk,507,2.6,0.6,CA,West
2742,Palm Springs village,Florida,Small,Walk,129,1.4,1.1,FL,South
2743,Palmetto Bay village,Florida,Small,Walk,109,1.0,0.7,FL,South
2744,Palo Alto city,California,Small,Walk,1562,5.2,1.0,CA,West
2745,Panama City city,Florida,Small,Walk,218,1.4,0.9,FL,South
2746,Papillion city,Nebraska,Small,Walk,235,2.3,1.1,NE,North Central
2747,Paradise town,California,Small,Walk,195,2.0,1.7,CA,West
2748,Paragould city,Arkansas,Small,Walk,2,0.0,0.1,AR,South
2749,Paramount city,California,Small,Walk,811,3.8,1.2,CA,West
2750,Paramus borough,New Jersey,Small,Walk,123,1.0,0.5,NJ,Northeast
2751,Paris city,Texas,Small,Walk,242,2.4,0.9,TX,South
2752,Park Forest village,Illinois,Small,Walk,56,0.6,0.6,IL,North Central
2753,Park Ridge city,Illinois,Small,Walk,664,3.8,1.7,IL,North Central
2754,Parker town,Colorado,Small,Walk,111,0.5,0.3,CO,West
2755,Parkersburg city,West Virginia,Small,Walk,372,3.0,1.0,WV,South
2756,Parkland city,Florida,Small,Walk,110,0.9,0.9,FL,South
2757,Parma city,Ohio,Small,Walk,646,1.6,0.4,OH,North Central
2758,Parma Heights city,Ohio,Small,Walk,91,1.0,0.6,OH,North Central
2759,Pascagoula city,Mississippi,Small,Walk,333,3.6,1.5,MS,South
2760,Pasco city,Washington,Small,Walk,422,1.7,0.8,WA,West
2761,Passaic city,New Jersey,Small,Walk,2289,8.6,1.4,NJ,Northeast
2762,Patterson city,California,Small,Walk,109,1.5,0.8,CA,West
2763,Pawtucket city,Rhode Island,Small,Walk,992,3.0,0.9,RI,Northeast
2764,Peabody city,Massachusetts,Small,Walk,411,1.6,0.5,MA,Northeast
2765,Peachtree City city,Georgia,Small,Walk,167,1.0,0.6,GA,South
2766,Pearl city,Mississippi,Small,Walk,55,0.5,0.4,MS,South
2767,Pearland city,Texas,Small,Walk,126,0.3,0.2,TX,South
2768,Peekskill city,New York,Small,Walk,649,5.4,1.8,NY,Northeast
2769,Pekin city,Illinois,Small,Walk,295,2.0,0.9,IL,North Central
2770,Pelham city,Alabama,Small,Walk,203,1.8,1.4,AL,South
2771,Pensacola city,Florida,Small,Walk,683,2.8,0.9,FL,South
2772,Perris city,California,Small,Walk,248,1.1,0.5,CA,West
2773,Perrysburg city,Ohio,Small,Walk,131,1.2,0.7,OH,North Central
2774,Perth Amboy city,New Jersey,Small,Walk,1050,4.9,1.0,NJ,Northeast
2775,Petaluma city,California,Small,Walk,798,2.8,0.7,CA,West
2776,Petersburg city,Virginia,Small,Walk,323,2.7,1.1,VA,South
2777,Pflugerville city,Texas,Small,Walk,103,0.4,0.4,TX,South
2778,Pharr city,Texas,Small,Walk,228,1.0,0.6,TX,South
2779,Phenix City city,Alabama,Small,Walk,75,0.5,0.5,AL,South
2780,Pico Rivera city,California,Small,Walk,462,1.7,0.6,CA,West
2781,Pine Bluff city,Arkansas,Small,Walk,383,2.2,0.7,AR,South
2782,Pinellas Park city,Florida,Small,Walk,173,0.8,0.4,FL,South
2783,Piqua city,Ohio,Small,Walk,237,2.6,1.1,OH,North Central
2784,Pittsburg city,California,Small,Walk,246,0.9,0.4,CA,West
2785,Pittsburg city,Kansas,Small,Walk,295,3.3,1.3,KS,North Central
2786,Pittsfield city,Massachusetts,Small,Walk,1026,5.1,1.2,MA,Northeast
2787,Placentia city,California,Small,Walk,471,2.0,0.6,CA,West
2788,Plainfield city,New Jersey,Small,Walk,1046,4.2,0.9,NJ,Northeast
2789,Plainfield town,Indiana,Small,Walk,119,1.0,0.6,IN,North Central
2790,Plainfield village,Illinois,Small,Walk,173,0.9,0.6,IL,North Central
2791,Plainview city,Texas,Small,Walk,82,0.9,0.5,TX,South
2792,Plant City city,Florida,Small,Walk,128,0.8,0.5,FL,South
2793,Plantation city,Florida,Small,Walk,175,0.4,0.2,FL,South
2794,Pleasant Grove city,Utah,Small,Walk,229,1.6,0.6,UT,West
2795,Pleasant Hill city,California,Small,Walk,237,1.5,0.8,CA,West
2796,Pleasant Prairie village,Wisconsin,Small,Walk,28,0.3,0.5,WI,North Central
2797,Pleasanton city,California,Small,Walk,893,2.7,1.0,CA,West
2798,Pleasantville city,New Jersey,Small,Walk,235,2.6,1.1,NJ,Northeast
2799,Plum borough,Pennsylvania,Small,Walk,109,0.8,0.5,PA,Northeast
2800,Plymouth city,Minnesota,Small,Walk,633,1.7,0.8,MN,North Central
2801,Pocatello city,Idaho,Small,Walk,832,3.3,0.7,ID,West
2802,Ponca City city,Oklahoma,Small,Walk,186,1.7,0.6,OK,South
2803,Pontiac city,Michigan,Small,Walk,436,2.1,0.7,MI,North Central
2804,Pooler city,Georgia,Small,Walk,25,0.3,0.5,GA,South
2805,Port Arthur city,Texas,Small,Walk,229,1.1,0.5,TX,South
2806,Port Chester village,New York,Small,Walk,1914,12.3,2.5,NY,Northeast
2807,Port Hueneme city,California,Small,Walk,832,9.0,3.6,CA,West
2808,Port Huron city,Michigan,Small,Walk,425,3.8,1.3,MI,North Central
2809,Port Orange city,Florida,Small,Walk,381,1.6,0.9,FL,South
2810,Portage city,Indiana,Small,Walk,195,1.2,0.7,IN,North Central
2811,Portage city,Michigan,Small,Walk,143,0.6,0.3,MI,North Central
2812,Porterville city,California,Small,Walk,203,1.0,0.5,CA,West
2813,Portland city,Maine,Small,Walk,4493,12.5,1.2,ME,Northeast
2814,Portsmouth city,New Hampshire,Small,Walk,701,5.7,2.0,NH,Northeast
2815,Portsmouth city,Ohio,Small,Walk,453,6.2,1.8,OH,North Central
2816,Portsmouth city,Virginia,Small,Walk,1650,3.8,0.8,VA,South
2817,Post Falls city,Idaho,Small,Walk,193,1.5,0.9,ID,West
2818,Pottstown borough,Pennsylvania,Small,Walk,748,7.0,1.8,PA,Northeast
2819,Poughkeepsie city,New York,Small,Walk,982,7.4,1.7,NY,Northeast
2820,Poway city,California,Small,Walk,393,1.7,0.6,CA,West
2821,Prairie Village city,Kansas,Small,Walk,111,1.0,0.6,KS,North Central
2822,Prattville city,Alabama,Small,Walk,113,0.7,0.6,AL,South
2823,Prescott city,Arizona,Small,Walk,584,4.0,1.5,AZ,West
2824,Prescott Valley town,Arizona,Small,Walk,273,1.7,1.0,AZ,West
2825,Prichard city,Alabama,Small,Walk,37,0.5,0.5,AL,South
2826,Prior Lake city,Minnesota,Small,Walk,47,0.4,0.3,MN,North Central
2827,Pullman city,Washington,Small,Walk,3195,23.5,3.2,WA,West
2828,Puyallup city,Washington,Small,Walk,503,2.7,1.0,WA,West
2829,Queen Creek town,Arizona,Small,Walk,46,0.4,0.4,AZ,West
2830,Quincy city,Illinois,Small,Walk,781,4.1,1.0,IL,North Central
2831,Quincy city,Massachusetts,Small,Walk,1263,2.6,0.7,MA,Northeast
2832,Racine city,Wisconsin,Small,Walk,824,2.5,0.7,WI,North Central
2833,Radcliff city,Kentucky,Small,Walk,78,0.8,0.7,KY,South
2834,Rahway city,New Jersey,Small,Walk,350,2.7,1.3,NJ,Northeast
2835,Ramsey city,Minnesota,Small,Walk,46,0.4,0.3,MN,North Central
2836,Rancho Cordova city,California,Small,Walk,525,1.9,0.5,CA,West
2837,Rancho Palos Verdes city,California,Small,Walk,65,0.4,0.3,CA,West
2838,Rancho Santa Margarita city,California,Small,Walk,309,1.2,0.6,CA,West
2839,Rapid City city,South Dakota,Small,Walk,745,2.3,0.6,SD,North Central
2840,Raytown city,Missouri,Small,Walk,30,0.2,0.2,MO,North Central
2841,Reading city,Pennsylvania,Small,Walk,2350,7.8,1.1,PA,Northeast
2842,Redding city,California,Small,Walk,825,2.3,0.7,CA,West
2843,Redlands city,California,Small,Walk,1152,3.8,0.9,CA,West
2844,Redmond city,Oregon,Small,Walk,322,3.1,1.4,OR,West
2845,Redmond city,Washington,Small,Walk,1279,4.4,0.9,WA,West
2846,Redondo Beach city,California,Small,Walk,698,1.9,0.6,CA,West
2847,Redwood City city,California,Small,Walk,1206,3.1,0.7,CA,West
2848,Reedley city,California,Small,Walk,163,1.8,1.4,CA,West
2849,Renton city,Washington,Small,Walk,552,1.1,0.4,WA,West
2850,Revere city,Massachusetts,Small,Walk,523,2.1,0.7,MA,Northeast
2851,Rexburg city,Idaho,Small,Walk,1929,18.0,3.7,ID,West
2852,Reynoldsburg city,Ohio,Small,Walk,196,1.1,0.5,OH,North Central
2853,Richfield city,Minnesota,Small,Walk,627,3.3,0.9,MN,North Central
2854,Richland city,Washington,Small,Walk,680,3.0,0.9,WA,West
2855,Richmond city,Indiana,Small,Walk,447,3.2,1.1,IN,North Central
2856,Richmond city,Kentucky,Small,Walk,847,5.7,1.5,KY,South
2857,Ridgecrest city,California,Small,Walk,115,0.9,0.7,CA,West
2858,Ridgeland city,Mississippi,Small,Walk,150,1.1,0.7,MS,South
2859,Ridgewood village,New Jersey,Small,Walk,503,4.6,3.0,NJ,Northeast
2860,Rio Rancho city,New Mexico,Small,Walk,179,0.5,0.2,NM,West
2861,Riverbank city,California,Small,Walk,203,2.3,1.2,CA,West
2862,Riverside city,Ohio,Small,Walk,108,1.0,0.7,OH,North Central
2863,Riverton city,Utah,Small,Walk,257,1.4,0.6,UT,West
2864,Riviera Beach city,Florida,Small,Walk,369,2.8,1.3,FL,South
2865,Roanoke city,Virginia,Small,Walk,920,2.1,0.5,VA,South
2866,Rochester city,New Hampshire,Small,Walk,389,2.5,1.0,NH,Northeast
2867,Rochester Hills city,Michigan,Small,Walk,507,1.5,0.7,MI,North Central
2868,Rock Hill city,South Carolina,Small,Walk,747,2.4,0.7,SC,South
2869,Rock Island city,Illinois,Small,Walk,842,4.9,1.0,IL,North Central
2870,Rock Springs city,Wyoming,Small,Walk,249,2.1,0.8,WY,West
2871,Rockledge city,Florida,Small,Walk,11,0.1,0.1,FL,South
2872,Rocklin city,California,Small,Walk,206,0.8,0.3,CA,West
2873,Rockville Centre village,New York,Small,Walk,164,1.4,0.9,NY,Northeast
2874,Rockville city,Maryland,Small,Walk,790,2.4,0.6,MD,South
2875,Rockwall city,Texas,Small,Walk,160,0.9,0.5,TX,South
2876,Rocky Mount city,North Carolina,Small,Walk,193,0.9,0.4,NC,South
2877,Rocky River city,Ohio,Small,Walk,92,1.0,0.6,OH,North Central
2878,Rogers city,Arkansas,Small,Walk,655,2.5,0.8,AR,South
2879,Rohnert Park city,California,Small,Walk,434,2.1,1.4,CA,West
2880,Rolling Meadows city,Illinois,Small,Walk,292,2.5,1.2,IL,North Central
2881,Rome city,Georgia,Small,Walk,386,2.8,1.0,GA,South
2882,Rome city,New York,Small,Walk,547,4.0,1.1,NY,Northeast
2883,Romeoville village,Illinois,Small,Walk,293,1.6,0.6,IL,North Central
2884,Romulus city,Michigan,Small,Walk,61,0.6,0.4,MI,North Central
2885,Roseburg city,Oregon,Small,Walk,187,2.3,1.3,OR,West
2886,Roselle borough,New Jersey,Small,Walk,201,2.0,1.1,NJ,Northeast
2887,Roselle village,Illinois,Small,Walk,165,1.4,0.9,IL,North Central
2888,Rosemead city,California,Small,Walk,305,1.3,0.5,CA,West
2889,Rosemount city,Minnesota,Small,Walk,102,0.9,0.7,MN,North Central
2890,Rosenberg city,Texas,Small,Walk,186,1.3,0.9,TX,South
2891,Roseville city,Michigan,Small,Walk,225,1.1,0.5,MI,North Central
2892,Roseville city,Minnesota,Small,Walk,281,1.6,0.7,MN,North Central
2893,Roswell city,Georgia,Small,Walk,473,1.0,0.3,GA,South
2894,Roswell city,New Mexico,Small,Walk,385,2.0,0.9,NM,West
2895,Round Lake Beach village,Illinois,Small,Walk,226,1.7,1.1,IL,North Central
2896,Rowlett city,Texas,Small,Walk,59,0.2,0.2,TX,South
2897,Roy city,Utah,Small,Walk,96,0.6,0.3,UT,West
2898,Royal Oak city,Michigan,Small,Walk,550,1.7,0.5,MI,North Central
2899,Royal Palm Beach village,Florida,Small,Walk,109,0.7,0.6,FL,South
2900,Russellville city,Arkansas,Small,Walk,374,2.9,1.2,AR,South
2901,Ruston city,Louisiana,Small,Walk,643,7.0,2.8,LA,South
2902,Saginaw city,Michigan,Small,Walk,354,2.2,0.6,MI,North Central
2903,Saginaw city,Texas,Small,Walk,47,0.5,0.4,TX,South
2904,Sahuarita town,Arizona,Small,Walk,77,0.8,0.6,AZ,West
2905,Salem city,Massachusetts,Small,Walk,1455,6.8,1.2,MA,Northeast
2906,Salem city,Virginia,Small,Walk,435,3.9,1.4,VA,South
2907,Salina city,Kansas,Small,Walk,546,2.3,0.6,KS,North Central
2908,Salisbury city,Maryland,Small,Walk,578,4.5,1.5,MD,South
2909,Salisbury city,North Carolina,Small,Walk,167,1.4,0.7,NC,South
2910,Sammamish city,Washington,Small,Walk,223,1.0,0.5,WA,West
2911,San Angelo city,Texas,Small,Walk,2840,6.4,1.3,TX,South
2912,San Benito city,Texas,Small,Walk,313,3.9,1.8,TX,South
2913,San Bruno city,California,Small,Walk,339,1.5,0.6,CA,West
2914,San Carlos city,California,Small,Walk,215,1.5,0.6,CA,West
2915,San Clemente city,California,Small,Walk,473,1.6,0.6,CA,West
2916,San Dimas city,California,Small,Walk,315,2.0,1.2,CA,West
2917,San Fernando city,California,Small,Walk,220,2.2,1.0,CA,West
2918,San Gabriel city,California,Small,Walk,689,3.8,2.4,CA,West
2919,San Jacinto city,California,Small,Walk,322,2.3,1.0,CA,West
2920,San Juan Capistrano city,California,Small,Walk,287,1.9,1.0,CA,West
2921,San Juan city,Texas,Small,Walk,180,1.5,1.3,TX,South
2922,San Leandro city,California,Small,Walk,729,1.8,0.6,CA,West
2923,San Luis city,Arizona,Small,Walk,40,0.6,0.9,AZ,West
2924,San Luis Obispo city,California,Small,Walk,1865,8.2,1.6,CA,West
2925,San Marcos city,California,Small,Walk,351,1.0,0.4,CA,West
2926,San Marcos city,Texas,Small,Walk,1044,5.0,1.2,TX,South
2927,San Mateo city,California,Small,Walk,1930,3.8,0.7,CA,West
2928,San Pablo city,California,Small,Walk,167,1.4,0.9,CA,West
2929,San Rafael city,California,Small,Walk,1340,4.6,1.4,CA,West
2930,San Ramon city,California,Small,Walk,557,1.6,0.8,CA,West
2931,Sandusky city,Ohio,Small,Walk,209,1.9,0.8,OH,North Central
2932,Sandy city,Utah,Small,Walk,646,1.5,0.4,UT,West
2933,Sandy Springs city,Georgia,Small,Walk,536,1.0,0.4,GA,South
2934,Sanford city,Florida,Small,Walk,266,1.2,0.5,FL,South
2935,Sanford city,North Carolina,Small,Walk,189,1.6,0.8,NC,South
2936,Sanger city,California,Small,Walk,146,1.6,0.9,CA,West
2937,Santa Barbara city,California,Small,Walk,3123,6.8,1.1,CA,West
2938,Santa Cruz city,California,Small,Walk,2745,9.4,1.5,CA,West
2939,Santa Fe city,New Mexico,Small,Walk,1268,3.8,0.6,NM,West
2940,Santa Monica city,California,Small,Walk,2635,5.5,0.9,CA,West
2941,Santa Paula city,California,Small,Walk,241,2.0,0.9,CA,West
2942,Santee city,California,Small,Walk,270,1.1,0.5,CA,West
2943,Sapulpa city,Oklahoma,Small,Walk,53,0.6,0.4,OK,South
2944,Sarasota city,Florida,Small,Walk,818,3.6,0.9,FL,South
2945,Saratoga city,California,Small,Walk,121,1.0,0.6,CA,West
2946,Saratoga Springs city,New York,Small,Walk,1332,9.8,1.9,NY,Northeast
2947,Saratoga Springs city,Utah,Small,Walk,26,0.4,0.4,UT,West
2948,Savage city,Minnesota,Small,Walk,68,0.5,0.3,MN,North Central
2949,Sayreville borough,New Jersey,Small,Walk,241,1.1,0.6,NJ,Northeast
2950,Schaumburg village,Illinois,Small,Walk,300,0.7,0.3,IL,North Central
2951,Schenectady city,New York,Small,Walk,2068,7.0,1.1,NY,Northeast
2952,Schererville town,Indiana,Small,Walk,98,0.6,0.4,IN,North Central
2953,Schertz city,Texas,Small,Walk,71,0.5,0.3,TX,South
2954,Scranton city,Pennsylvania,Small,Walk,2561,7.8,0.9,PA,Northeast
2955,Seal Beach city,California,Small,Walk,321,3.5,1.4,CA,West
2956,Searcy city,Arkansas,Small,Walk,613,6.3,2.1,AR,South
